Function / Call Stack,CPI Rate,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,OFFCORE_RESPONSE:request=DEMAND_RFO:response=L3_HIT.SNOOP_HITM,BR_MISP_RETIRED.ALL_BRANCHES_PS,CYCLE_ACTIVITY.STALLS_MEM_ANY,FRONTEND_RETIRED.DSB_MISS_PS,FRONTEND_RETIRED.L2_MISS_PS,FRONTEND_RETIRED.LATENCY_GE_16_PS,FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1_PS,FRONTEND_RETIRED.STLB_MISS_PS,MEM_INST_RETIRED.ALL_STORES_PS,MEM_INST_RETIRED.LOCK_LOADS_PS,MEM_INST_RETIRED.SPLIT_LOADS_PS,MEM_INST_RETIRED.SPLIT_STORES_PS,MEM_INST_RETIRED.STLB_MISS_LOADS_PS,MEM_INST_RETIRED.STLB_MISS_STORES_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_RETIRED.FB_HIT_PS,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,ARITH.DIVIDER_ACTIVE,BACLEARS.ANY,CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,CPU_CLK_UNHALTED.REF_XCLK,CPU_CLK_UNHALTED.THREAD_P,CYCLE_ACTIVITY.STALLS_L1D_MISS,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,DSB2MITE_SWITCHES.PENALTY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.WALK_ACTIVE,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.WALK_ACTIVE,EXE_ACTIVITY.1_PORTS_UTIL,EXE_ACTIVITY.2_PORTS_UTIL,EXE_ACTIVITY.BOUND_ON_STORES,EXE_ACTIVITY.EXE_BOUND_0_PORTS,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,FP_ARITH_INST_RETIRED.SCALAR_SINGLE,FP_ASSIST.ANY,ICACHE_16B.IFDATA_STALL,ICACHE_16B.IFDATA_STALL:cmask=1:e=yes,ICACHE_64B.IFTAG_STALL,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,IDQ.ALL_MITE_CYCLES_4_UOPS,IDQ.ALL_MITE_CYCLES_ANY_UOPS,IDQ.DSB_UOPS,IDQ.MITE_UOPS,IDQ.MS_SWITCHES,IDQ.MS_UOPS,IDQ_UOPS_NOT_DELIVERED.CORE,IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,ILD_STALL.LCP,INT_MISC.CLEAR_RESTEER_CYCLES,INT_MISC.RECOVERY_CYCLES,L1D_PEND_MISS.FB_FULL:cmask=1,L1D_PEND_MISS.PENDING,L2_RQSTS.RFO_HIT,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,LSD.CYCLES_4_UOPS,LSD.CYCLES_ACTIVE,LSD.UOPS,MACHINE_CLEARS.COUNT,OFFCORE_REQUESTS_BUFFER.SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,OTHER_ASSISTS.ANY,RS_EVENTS.EMPTY_CYCLES,RS_EVENTS.EMPTY_END,UOPS_DISPATCHED_PORT.PORT_0,UOPS_DISPATCHED_PORT.PORT_1,UOPS_DISPATCHED_PORT.PORT_2,UOPS_DISPATCHED_PORT.PORT_3,UOPS_DISPATCHED_PORT.PORT_4,UOPS_DISPATCHED_PORT.PORT_5,UOPS_DISPATCHED_PORT.PORT_6,UOPS_DISPATCHED_PORT.PORT_7,UOPS_EXECUTED.CORE_CYCLES_GE_1,UOPS_EXECUTED.CORE_CYCLES_GE_2,UOPS_EXECUTED.CORE_CYCLES_GE_3,UOPS_EXECUTED.CORE_CYCLES_NONE,UOPS_EXECUTED.THREAD,UOPS_EXECUTED.X87,UOPS_ISSUED.ANY,UOPS_RETIRED.RETIRE_SLOTS,VECTORIZABLE
s272,0.815,19550000000,14100000000,24000000000,23660035490,0,0,3640005460,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,52001560,4160006240,0,0,0,0,0,0,124837440,124837440,18200027300,0,0,0,0,0,0,0,0,5200007800,4680007020,0,0,0,5720008580,0,0,0,0,0,0,0,0,4420006630,4420006630,0,0,22100033150,0,0,0,0,0,0,0,0,0,0,0,0,0,1430042900,0,0,0,0,0,7280010920,15860023790,0,0,0,0,4680007020,4940007410,5200007800,5200007800,2860004290,5460008190,3120004680,0,15600023400,9880014820,4940007410,3640005460,33280049920,0,23660035490,23660035490,Y
s273,0.792,21550000000,15550000000,27225000000,25740038610,0,0,3120004680,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,13000390,3900005850,0,13000390,0,0,0,0,140442120,141742510,20280030420,0,0,0,0,0,0,0,0,6500009750,4940007410,0,0,0,7540011310,0,0,0,0,0,0,0,0,3640005460,5720008580,0,0,24180036270,0,0,0,0,0,0,0,0,0,520000780,0,0,0,1469044070,0,0,0,0,0,8060012090,17160025740,0,0,0,0,5200007800,4940007410,6240009360,5980008970,4680007020,7540011310,3120004680,0,16640024960,10660015990,5460008190,3380005070,36400054600,0,24440036660,24440036660,Y
s274,1.003,32125000000,23150000000,32025000000,30160045240,0,0,9100013650,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,0,3640005460,0,0,0,0,0,0,209362790,208062400,30160045240,260000390,0,0,0,0,0,13000390,0,9360014040,8060012090,0,0,0,5980008970,0,0,0,0,0,0,0,0,4420006630,5980008970,0,0,28340042510,0,0,0,0,0,0,0,0,0,0,364005460,0,0,1456043680,0,0,0,0,0,4680007020,15860023790,520000780,0,260000390,0,7280010920,7540011310,4420006630,4680007020,2860004290,7540011310,3120004680,0,21320031980,11960017940,3640005460,8840013260,37440056160,0,28340042510,28340042510,Y
s275,0.593,800000000,575000000,1350000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000780,520000780,26000780,13000390,6502730,0,0,0,7802340,7802340,1300001950,0,0,0,0,0,0,0,0,0,520000780,0,0,0,520000780,0,0,0,0,0,0,0,0,520000780,520000780,0,0,2080003120,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
s276,0.401,42325000000,31175000000,105625000000,99840149760,0,0,260000390,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,1118033540,12740019110,0,0,0,0,0,0,282184630,280884240,39780059670,0,0,0,0,0,0,13000390,0,2340003510,11180016770,0,260000390,0,17940026910,0,0,0,0,0,0,0,0,14560021840,17420026130,260000390,0,93600140400,260000390,0,0,0,0,0,0,0,0,3900005850,0,0,0,5720171600,0,0,0,0,0,22360033540,38220057330,0,0,0,0,23660035490,25740038610,15340023010,15340023010,6240009360,35620053430,5980008970,0,39520059280,37180055770,25740038610,780001170,126880190320,0,96720145080,96720145080,N
s277,0.335,12875000000,9275000000,38400000000,35880053820,0,0,0,0,0,0,572040040,0,0,0,0,0,0,0,0,0,0,0,3380005070,0,0,0,0,0,0,83224960,83224960,12220018330,0,0,0,0,0,0,0,0,1820002730,4160006240,0,0,0,0,0,0,0,0,0,0,0,0,0,12220018330,0,0,29640044460,0,0,260000390,18200027300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240009360,4680007020,2860004290,2860004290,0,7280010920,11960017940,0,11960017940,10140015210,5980008970,0,35880053820,0,29900044850,30160045240,N
s278,0.912,37925000000,27575000000,41575000000,38740058110,0,0,6500009750,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,13000390,4420006630,0,0,0,0,0,0,249674880,248374490,35620053430,0,0,0,0,0,0,0,0,12480018720,9100013650,0,1560002340,0,7540011310,0,0,0,0,0,0,0,0,6760010140,6760010140,0,0,40040060060,0,0,0,0,0,0,0,0,0,0,0,0,0,1469044070,0,0,0,0,0,7280010920,16900025350,0,0,0,0,8840013260,9620014430,5980008970,5720008580,4420006630,12220018330,3120004680,0,27300040950,14820022230,5720008580,8320012480,49140073710,0,38740058110,38220057330,Y
s279,1.034,30625000000,22025000000,29625000000,27820041730,0,0,4940007410,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,2080003120,13000390,0,0,0,0,0,198959670,198959670,28860043290,260000390,0,0,0,0,0,0,0,13000019500,6240009360,0,2860004290,0,5980008970,0,0,0,0,0,0,0,0,4680007020,4940007410,0,0,27300040950,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,3640005460,8320012480,0,0,0,0,7800011700,7800011700,2860004290,3120004680,2340003510,8060012090,1560002340,0,21320031980,8580012870,2340003510,7540011310,33280049920,0,27300040950,27300040950,Y
s281,0.611,35200000000,25725000000,57650000000,52780079170,0,0,2080003120,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,13000390,10400015600,13000390,13000390,6502730,0,0,0,237971370,237971370,33800050700,0,0,0,0,0,0,13000390,0,6240009360,9620014430,0,0,0,0,0,0,0,18460027690,0,0,0,0,9100013650,12220018330,0,0,51220076830,260000390,0,0,260000390,0,0,0,0,0,260000390,182002730,0,0,117003510,0,0,0,0,0,1560002340,9360014040,260000390,0,0,0,9100013650,9360014040,14820022230,14560021840,11700017550,10920016380,8580012870,0,30420045630,24440036660,15340023010,2340003510,78780118170,0,49140073710,49400074100,N
s291,0.489,9775000000,7100000000,20000000000,18980028470,0,0,260000390,0,0,0,0,0,1040001560,0,429012870,0,0,0,0,0,0,1157034710,2080003120,208006240,195005850,13005460,0,0,0,63719110,65019500,9360014040,260000390,260000390,260000390,0,260000390,0,13000390,0,1040001560,2340003510,0,0,0,5720008580,0,0,0,0,0,0,0,0,2860004290,3640005460,0,0,19240028860,0,0,0,0,0,0,0,260000390,0,5200007800,208003120,0,0,0,0,0,0,0,0,1560002340,3120004680,780001170,0,0,0,2860004290,3120004680,3380005070,3380005070,2860004290,7540011310,1300001950,2340003510,8840013260,7800011700,5460008190,260000390,27300040950,0,18200027300,18200027300,Y
s292,0.605,7975000000,6025000000,13175000000,12740019110,0,0,520000780,0,0,0,0,0,260000390,0,442013260,221006630,0,0,0,0,0,1456043680,780001170,78002340,78002340,0,0,0,0,50715210,52015600,7800011700,260000390,260000390,0,0,0,0,0,0,1560002340,2340003510,0,0,0,4420006630,0,0,0,0,0,0,0,0,1820002730,2080003120,0,0,10140015210,0,0,0,0,0,0,0,0,0,2080003120,104001560,0,0,0,0,0,0,0,0,780001170,2340003510,520000780,0,0,0,2340003510,2340003510,2340003510,2600003900,1560002340,5980008970,780001170,1300001950,7020010530,5720008580,3120004680,260000390,18720028080,0,12480018720,12220018330,Y
